,word,username,description,location,following,followers,totaltweets,retweetcount,date,text,hashtags,nb_words,text_len,subjectivity,polarity,negative,neutral,positive,compound
19,L'Occitane,twgagawang,ɪɴ ꜱᴛᴏᴄᴋ คสtw  ʀᴇᴠɪᴇᴡ twรวว  pᴇʀғᴏʀᴍ  reserved  ,tugline responded quickly,18,6862,30390,0,2022-06-11 03:30:30,promsong sulwhasoo gentle cleansing foam thick ominous foam does not make a taste of haeng dong loccitane immortelle overnight reset oil in serum butter flammable loccitane sulwhasoo ,"['loccitane', 'sulwhasoo']",27,183,0.6375,-0.05000000000000002,0.082,0.819,0.099,0.128
20,L'Occitane,_Niiar_,beauty enthusiast elsheskin voucher for every purchase of shopee elsheskin,greater indonesia,799,1717,28968,0,2022-06-11 03:28:58, loccitane,[],1,10,0.0,0.0,0.0,1.0,0.0,0.0
23,L'Occitane,audreyandray,i enjoy knitting  sharing the word with the world whencallstheheart theredsleeve kdramas music ,,4993,3988,343166,1,2022-06-11 03:04:33, إعلانات للوسيـم جونهو لماركة loccitane على إحدى الحافلات في كوريا tufiem junho junho junho leejunho ,"['2PM', '투피엠', 'JUNHO']",15,101,0.0,0.0,0.0,1.0,0.0,0.0
24,L'Occitane,mahmancy,real window shopping acts,sala khon shao,129,2,508,1,2022-06-11 03:04:28,loccitane almond shower oil bathe bring pem compliments presses from almonds cleansing and coverings very fragrant refill free ems ,[],19,131,0.55,0.30000000000000004,0.0,0.731,0.269,0.7402
25,L'Occitane,readycosme, daily delivery view reviews readycosmereview   tuck line id  quickest reply dm twitter rarely alerted,din daeng bangkok,55,706,1723,0,2022-06-11 03:01:35,readycosmeloccitane bt shop ml ml bottle ml loch very sharp because the counter ml loccitane en provence the results of the body alm le milk concentrate new loccitane en provence almond milk concentrate ml ,['readycosme_loccitane'],34,206,0.7147727272727273,-0.013068181818181826,0.0,1.0,0.0,0.0
26,L'Occitane,penraikaEdok,forward clothing skincare everything ,bangkok thailand,43,98,537,0,2022-06-11 02:59:05,songto loccitane lait perle shimmering lotion tamottapawangse songtol dokmai glitter band songtoser phas songtoshopsongse phassongso sangtokrao sangto tha serpents two conditions sangtoskenkre sangtokrop sangtohod ,"['ส่งต่อเสื้อผ้า', 'ส่งต่อ', 'ส่งต่อเสื้อผ้ามือสอง', 'ส่งต่อคสอ', 'ส่งต่อกระเป๋า', 'ส่งต่อรองเท้า', 'เสื้อผ้ามือสองสภาพดี', 'ส่งต่อสกินเเคร์', 'Y2K', 'ส่งต่อครอป', 'ส่งต่อฮู้ด']",24,214,0.0,0.0,0.0,1.0,0.0,0.0
27,L'Occitane,xxx_pochi_,a grownupmiscellaneousnogamer and nerdy social dog  it doesnt  exist in reality because it lives on heavy processing,kansai division,238,391,36057,0,2022-06-11 02:37:00, loccitane looks good,[],3,21,0.6000000000000001,0.7,0.0,0.408,0.592,0.4404
28,L'Occitane,doiru_easygoing, im  in love with pinkspike       sub ,doru kano cp,172,436,4657,0,2022-06-11 02:34:31, larin diamond radiance body scrub larin radiance mineral body lotion this is a set use fragrance stretch ladurée body lotion fragrance recommended for summer from watery loccitane sia rich body lotion fragrance elongation for reference,[],35,236,0.75,0.375,0.0,0.697,0.303,0.891
31,L'Occitane,2PM_Arab_Fanss,  𝑻𝒉𝒆 𝑭𝒊𝒓𝒔𝒕 𝑨𝒓𝒂𝒃𝒊𝒄 𝑭𝒂𝒏𝒃𝒂𝒔𝒆 𝒇𝒐𝒓   𝓢𝓲𝓷𝓬𝓮   𝑻𝒓𝒂𝒏𝒔 𝑻𝒆𝒂𝒎 ,,149,5922,84482,0,2022-06-11 02:25:26, لوحة إعلانية للوسيـم جونهو لماركة loccitane على إحدى المباني في كوريا tufiem junho junho junho leejunho ,"['2PM', '투피엠', 'JUNHO', '준호', '이준호', 'LeeJunHo']",16,105,0.0,0.0,0.0,1.0,0.0,0.0
32,L'Occitane,suhodorable,new years day  fan of exo tvxq superjunior 이민호 유연석 송중기 이제훈,not a real life shipper bye,475,961,447235,0,2022-06-11 02:13:15,and then at lee min hos ad board it also broadcasts lee junhos loccitane verbena line ad too ,[],18,93,0.0,0.0,0.0,1.0,0.0,0.0
33,L'Occitane,izakayatomo327,i upload everyday breakfast snack and dinner once in a while soccer shimizu spulse grandchildren and your dog umechan appear,tokyo japan,478,406,4050,0,2022-06-11 02:06:28, after a high fever due to a cold i became a taste disorder and did not know the taste that i did not smell at all and the period lasted for about a year that i did not know the taste that did not smell at all but i have gradually been cured with kampo but i still do not know the smell of soap or shampoo because it is an oil smell that i do not know the bad smell so i am not good near loccitane,[],88,397,0.5969444444444444,-0.25249999999999995,0.064,0.89,0.045,-0.148
34,L'Occitane,2PM_Arab_Fanss,  𝑻𝒉𝒆 𝑭𝒊𝒓𝒔𝒕 𝑨𝒓𝒂𝒃𝒊𝒄 𝑭𝒂𝒏𝒃𝒂𝒔𝒆 𝒇𝒐𝒓   𝓢𝓲𝓷𝓬𝓮   𝑻𝒓𝒂𝒏𝒔 𝑻𝒆𝒂𝒎 ,,149,5922,84482,0,2022-06-11 02:05:45, لوحة إعلانية للوسيـم جونهو لماركة loccitane على إحدى المباني في سيؤول tufiem junho junho junho leejunho ,"['2PM', '투피엠', 'JUNHO', '준호', '이준호', 'LeeJunHo']",16,105,0.0,0.0,0.0,1.0,0.0,0.0
35,L'Occitane,2PM_Arab_Fanss,  𝑻𝒉𝒆 𝑭𝒊𝒓𝒔𝒕 𝑨𝒓𝒂𝒃𝒊𝒄 𝑭𝒂𝒏𝒃𝒂𝒔𝒆 𝒇𝒐𝒓   𝓢𝓲𝓷𝓬𝓮   𝑻𝒓𝒂𝒏𝒔 𝑻𝒆𝒂𝒎 ,,149,5922,84482,0,2022-06-11 02:04:19, لوحة إعلانية للوسيـم جونهو لماركة loccitane على إحدى المباني في كوريا lovejun tufiem junho junho lee junho leejunho ,"['2PM', '투피엠', 'JUNHO', '준호', '이준호', 'LeeJunHo']",18,117,0.0,0.0,0.0,1.0,0.0,0.0
36,L'Occitane,clubkano0855,レシピ 料理 グルメ amazon アマゾン 相互フォロー followmejp 無言フォローok,,8768,8495,13682,0,2022-06-11 01:42:13,check loccitanes loccitane shea hand cream on amazon from amazon,[],10,64,0.0,0.0,0.0,0.515,0.485,0.6808
37,L'Occitane,bestfashion777,we will  inform you of the latest information on wonderful clothing accessories that will make your life a little more enjoyable,,173,199,18319,0,2022-06-11 01:32:48,the cherry blossom heralds the coming of spring prepares your hands loccitane flower mini hand cream loccitane hand cream gift ,"['ロクシタン', 'ハンドクリーム', 'ギフト']",20,127,0.0,0.0,0.0,0.646,0.354,0.8519
38,L'Occitane,ismystore,,china,2064,436,15526,0,2022-06-11 01:13:03,cherry blossom loccitane by loccitane eau de toilette spray oz for women price fragrance perfume pourfemme pourhomme ,"['Fragrance', 'Perfume', 'PourFemme', 'pourHomme']",17,117,0.0,0.0,0.0,1.0,0.0,0.0
39,L'Occitane,tati16893199,f,hospital,293,21,6197,1,2022-06-11 00:40:16, taehyung used loccitane relaxing pillow mist ,[],6,46,0.0,0.0,0.0,0.61,0.39,0.4939
40,L'Occitane,fuekinori,karagumi  other small theaters tsukishiki doko  ikiume  tokyo famous places picture gathering shooting walk android  e   mariage frères  janat  opera  musical  kabuki  shin school  gumi dance  bunraku  yoshimoto new comedy  tokyo sky tree  art museum  ryuichi sakamoto  suica penguin,sea of japan coast  japan,885,144,117672,0,2022-06-10 23:51:46,why paul joe suddenly appeared in niigata i bought paul joe lip balm at maina point and paul joe powder at mitsukoshi isetan official mail order so i received a notice of the opening of the kanazawa store such as loccitana but i could not do the niigata store for a long time and every time i went to tokyo i planned and bought it,[],65,330,0.4666666666666666,-0.016666666666666666,0.0,1.0,0.0,0.0
41,L'Occitane,izakayatomo327,i upload everyday breakfast snack and dinner once in a while soccer shimizu spulse grandchildren and your dog umechan appear,tokyo japan,478,406,4050,0,2022-06-10 22:38:45, oh my beauty consciousness is not good at loccitane i think that each product is good because i have received it as a gift but the smell of the shop itself can not be approached,[],35,178,0.6000000000000001,0.175,0.095,0.783,0.122,0.2368
42,L'Occitane,toncrowry,its  a shame that the net news takes hours a day i just look at various peoples arguments in the comments i like to do research so i think i will murmur a lot of things regards ,,6,1010,21455,0,2022-06-10 21:41:00,loccitane fukubukuro has started loccitane sp collection fukubukuro gelapique and so on recently there are many preorder selling patterns so the fukubukuro system seems to be gone in no time after new years many people lets go hazy with the competition of the first sale of real stores,[],48,285,0.38964646464646463,0.26439393939393935,0.045,0.955,0.0,-0.296
43,L'Occitane,veryjackie,estrangement hurt rancor alienation from the world can in the otherthanwise be misinterpreted as and assigned to a failure of their tradition ,englewood nj,701,4350,276,0,2022-06-10 21:02:32, the first flowering of our redemption has to have loccitane toiletries or im not interested,[],15,92,0.41666666666666663,0.0625,0.139,0.861,0.0,-0.3089
44,L'Occitane,lmv6719,canadian liberal pharmacist dog mom feminist atheist amateur wwii  holocaust scholar blacklivesmatter indigenouslivesmatter i stand for ukraine ,east gwillimbury ontario,8899,8194,277983,0,2022-06-10 19:45:39,and yes in case your wondering france is now on my personal boycott list a pity that macron is prorussian because i do like caudalie and loccitane products ,[],28,156,0.25,-0.05,0.142,0.694,0.164,0.1779
45,L'Occitane,taro55tarooo,welcome to taro world the number of people who dated was people people with experience more than times i have been frustrated feats smooth talk hobbies futsal café hopping president  ceo of tryax corporation,,9,526,1019,0,2022-06-10 19:36:23,what kind of gift to buy whether its the loccitane you gave to the junior in the loan department or wait convenience store sweets or different diors lips,[],28,153,0.75,0.3,0.0,0.817,0.183,0.701
46,L'Occitane,dummy_mx,holographic account of add the missing vowels you know what they are  software worker,,891,428,34333,2,2022-06-10 19:34:07,i need someone to come and take away my credit card pierre macaroni and loccitane products together in one place i knew i was going to end up dying with so much antibiotic and i came to heaven ,[],38,193,0.2,0.2,0.0,0.844,0.156,0.7096
47,L'Occitane,missbrillian,travel  lifestyle  beauty dxb  yvr  hkg,,3,12,28,0,2022-06-10 19:21:32,a day in my life in dubai loccitane cafe dubais half desert road din tai fung books kinokuniya ,[],18,95,0.16666666666666666,-0.16666666666666666,0.0,1.0,0.0,0.0
48,L'Occitane,SkinCareProdu18,skin care products selected items deals product information daily updated ,,8,71,34634,0,2022-06-10 19:08:06,loccitane immortelle precious serum with hyaluronic acid for more youthfull ebay ,[],11,81,0.75,0.5,0.0,0.73,0.27,0.5719
50,L'Occitane,Hwang341,cpop kpopck drama stan the  hjsn ystn victoria  apink lovelyz gfriend dc twice suruqiname 组合 yunzhuzihan xiaotingmashiro,,226,24,1579,1,2022-06-10 18:56:31, 张俪 zhangli xiaohongshu update zhang li recommends loccitane shampoo and conditioner ride on waves sisters who make waves link to full video 乘风破浪 ,"['张俪', 'ZhangLi']",23,146,0.55,0.35,0.0,0.921,0.079,0.2263
55,L'Occitane,tapbaron,my soul to god my body to freedom my honor to me can a supposed individual be unfavorable to unnecessary and potentially dangerous injections,,177,60,226,0,2022-06-10 17:47:54, as for the russian chain of renault the russian chain of loccitane has been bought for by russia ,[],18,98,0.0,0.0,0.0,1.0,0.0,0.0
57,L'Occitane,Jeannotin_Guern,fan of rhotacism and sj gould bruto prouvençalisto r  tf meus ket mann ebed da gontañ doch med kozh kaojou gwentet ha hadgwentet brezhoneg karais,calgary alberta,398,545,20772,0,2022-06-10 17:26:18, thank you i did not know that potomac meant river i would venture even to advance the hypothesis that potomac is a formation in acum on pondamos with the occitan evolution of this suffix and that precolumbian lameric was once of doc language,[],43,242,0.0,0.0,0.0,0.94,0.06,0.3612
58,L'Occitane,bolin_de_limao, your honor naughty woman she won reais in the lottery gives too much detail sofa of her own menstrual cycle here and gets tattoos they say shes crazy,santo andré brazil,748,1465,92076,0,2022-06-10 17:19:12, excellent well what i imagined not to mention that i love pepper in perfumes the strongest opening note of the brèsil loccitane that i love is red pepper makes you want to dance ,[],33,179,0.55,0.5,0.0,0.566,0.434,0.9545
60,L'Occitane,nanacardie,transwoman ,jakarta capital region,326,34795,2674,0,2022-06-10 16:22:06, but if you have used doctors cream it is a bit difficult to use a cheap one must be high content rich in skii loccitane etc because it must be the same as the content of the doctors cream,[],39,188,0.623,0.08700000000000001,0.075,0.811,0.114,0.3919
61,L'Occitane,mop_of_the_soul,btsfa     all  skztxt en,   hey i  ,82,24,12099,0,2022-06-10 15:56:07, im a country guy who does his best in loccitane so im learning,[],13,63,0.3,1.0,0.0,0.724,0.276,0.6369
62,L'Occitane,_Vundervaflya_,moral tuning fork intellectual,russia,9,8,699,0,2022-06-10 15:42:56,loccitane opened ,[],2,17,0.0,0.0,0.0,1.0,0.0,0.0
63,L'Occitane,Danielzm04,jailbreak boss,,69,9,47,11,2022-06-10 15:38:59,here they talk about their boyfriends flashing sigma male american psycho and when you meet them they are the dirtiest and nastiest guys you saw in your life at least patrick bateman used loccitane creams and was not a gamer with gru body and smell of gossip,[],47,258,0.16666666666666666,-0.09999999999999999,0.165,0.835,0.0,-0.8176
64,L'Occitane,bonresuhamuhamu,housewife  has children  cooking baking maximum the hormone game oneock car lover movie walk  recently i am interested in affiliates become a housewife all over the country and become a friend w,over there,1235,937,24026,0,2022-06-10 15:09:48,loccitane hand cream gift for you set ,[],7,38,0.0,0.0,0.0,0.45,0.55,0.7269
65,L'Occitane,junalala,like cute and sparkly beauty delicious rice i like traveling abroad and korea uk and thailand i am studying korean handmade accessories are being made and sold on consignment at beauty salons,,233,198,1206,0,2022-06-10 15:02:37,we supported the development of kamaishi city lavender tourism farm with loccitane in goodmorning,[],14,97,0.0,0.0,0.0,0.85,0.15,0.3182
66,L'Occitane,hwajintans, ready to ship dc genuine skincare starting  fee  ems  ready to ship in likes hwajinrv รววhwajintanshop,line  jiakijae ig hwajintan,4,3436,7521,0,2022-06-10 14:59:14, loccitane immortelle overnight reset oil in serum ml sermnesompasoil royed his deputy dtem khan hen daichade prom reveals womb eb set faded shiny ora howtoperfect promsong ,"['HowtoPerfect', 'พร้อมส่ง']",26,173,0.0,0.0,0.0,1.0,0.0,0.0
67,L'Occitane,hwajintans, ready to ship dc genuine skincare starting  fee  ems  ready to ship in likes hwajinrv รววhwajintanshop,line  jiakijae ig hwajintan,4,3436,7521,0,2022-06-10 14:59:08, loccitane immortelle reset triphase essence ml essence essensprey neosompas chompoo from pollution how strong is it prom gives a glimpse of the daitan buttery howtoperfect promsong ,"['HowtoPerfect', 'พร้อมส่ง']",26,182,0.7333333333333333,0.4333333333333333,0.0,0.879,0.121,0.5106
70,L'Occitane,tsncblog,award winning beauty  lifestyle blogger tsncblogcouk freelance blogger  influencer outreach,norwich  london,1559,15712,61845,0,2022-06-10 14:30:26,in case you missed it the herbae par loccitane leau collection ,[],11,63,0.0,0.0,0.18,0.82,0.0,-0.296
71,L'Occitane,x98562178af,ol followers is the goalshopaholicfashion lover i want to polish myself more and be beautiful af selects carefully selected and bestselling items and distributes them so please take a good look at them  買物 レディース ファッション 薬 フォロー 固ツイ固定フォロバ,,2048,2324,11719,0,2022-06-10 14:20:02, cheap depakos mail order cosmetics mail order brand cosmetics loccitane loccitane from the link below enter coupon code before payment coupon code affiliate brand cosmetics cheap depakos mail order ,"['ブランドコスメ', '格安デパコス通販']",29,199,0.7,0.4,0.0,1.0,0.0,0.0
72,L'Occitane,52xz53ewn4mSX8n,someone who shouldnt ask for a favor,jinnan police station azumi group,67,44,10203,0,2022-06-10 13:50:18,what did loccitane ,[],3,19,0.0,0.0,0.0,1.0,0.0,0.0
73,L'Occitane,SoledadSnp,beauty blogger passionate about asian cosmetics natural and vegan cosmetics in my blog you can find product reviews makeup and much more,madrid community of madrid,450,783,11201,0,2022-06-10 13:49:03,loccitane balm and serum velvety body almond hydration loccitane,"['corporal', 'hidratación', 'loccitane']",9,64,0.0,0.0,0.0,1.0,0.0,0.0
74,L'Occitane,cosmebibo_roku,kansai people loosely collecting cosmetics  yebe spring bourbet summer skeletal straight face type fresh  collecting information on your purchases there are also everyday murmurs,silent follow welcome  silent follow excuse me,461,479,192,0,2022-06-10 13:33:22,it is loccitane hand cream and nail oil that i bought after giving in to the temptation at the mega discount i will put a big hand cream on the desk of the company and use it cosmetics purchase items ,['コスメ購入品'],40,200,0.1,0.0,0.0,0.794,0.206,0.8316
75,L'Occitane,15ichigona,i want to go to a hot spring where i want to   eat delicious things i want  clothes too i will introduce  my favorite things regards ,,371,290,22524,0,2022-06-10 13:33:00, verbena eau de toilette edt sp ,[],6,32,0.0,0.0,0.0,1.0,0.0,0.0
76,L'Occitane,JeanBouteille,zérodechet solutions for points of sale thanks to the combination of vrac fountains and bottles reutilisables consignables,lille,2548,3269,2557,0,2022-06-10 13:22:35, discover without further delay the latest article on our partnership with a collaboration to develop liquid bulk in cosmetics ,"['vrac', 'cosmétique']",19,127,0.7,0.25,0.0,0.897,0.103,0.2411
77,L'Occitane,rcy2618,i love  tohoshinki yuno  changmin  bigeast year  i would be happy if i could get along with everyone in tompeng   yoroshiku please  silent follow o   k     funny friends  ミン筋肉愛好会  ton sweets club miffy,  𖥧 𖥧 𖧧  ,228,211,6503,0,2022-06-10 12:57:28, mayuchan good evening i made it tiltil red im getting less and less cc cream that bothers me so im wondering what im going to use next and ive been using loccitane lately,[],33,171,0.22222222222222224,0.011111111111111118,0.052,0.865,0.084,0.2732
78,L'Occitane,malaysiandaily,wanna share some news information and thought about our life life is short to having headache so much,malaysia,93697,154473,696483,0,2022-06-10 12:47:04,check out loccitane almond milk concentrate ecorefill for get it on shopee now ,[],13,79,0.0,0.0,0.0,1.0,0.0,0.0
79,L'Occitane,malaysiandaily,wanna share some news information and thought about our life life is short to having headache so much,malaysia,93697,154473,696483,0,2022-06-10 12:46:59,check out loccitane intensive repair shampoo ecorefill for get it on shopee now ,[],13,80,0.0,0.0,0.0,1.0,0.0,0.0
80,L'Occitane,malaysiandaily,wanna share some news information and thought about our life life is short to having headache so much,malaysia,93697,154473,696483,0,2022-06-10 12:46:55,check out loccitane almond delicious soap for get it on shopee now ,[],12,67,1.0,1.0,0.0,0.748,0.252,0.5719
81,L'Occitane,malaysiandaily,wanna share some news information and thought about our life life is short to having headache so much,malaysia,93697,154473,696483,0,2022-06-10 12:46:50,check out loccitane almond shower oil jumbo size for get it on shopee now ,[],14,74,0.0,0.0,0.0,1.0,0.0,0.0
82,L'Occitane,malaysiandaily,wanna share some news information and thought about our life life is short to having headache so much,malaysia,93697,154473,696483,0,2022-06-10 12:46:46,check out loccitane almond shower oil ecorefill for get it on shopee now ,[],13,73,0.0,0.0,0.0,1.0,0.0,0.0
83,L'Occitane,okaamw,besty from zast people feel free to call me bmsg box push  i cant tweet much on work days but on my days off i wonder if ill be noisily involved be i want to keep the smiles on the faces of first and bmsg artists  stronger and i love  outer corekun,,845,754,14063,0,2022-06-10 12:40:49, there are shabu leaves gusto loccitana lush www,[],8,48,0.3,0.1,0.0,1.0,0.0,0.0
84,L'Occitane,Photo_Haru_78X,nuartphoto ,osakatokyo,187,198,1405,2,2022-06-10 12:40:17,loccitane rose ,[],2,15,0.95,0.6,0.0,1.0,0.0,0.0
86,L'Occitane,Keila49499631,youre my pastor,,330,22,4345,38,2022-06-10 12:21:31,juliette para loccitane in brazil ,[],5,34,0.0,0.0,0.0,1.0,0.0,0.0
87,L'Occitane,MaelAuvernha,candidate in the election circo puydedôme  for the occitan party and regions and peoples in solidarity,clarmontferrand,152,27,94,0,2022-06-10 12:20:41,according to the town hall of i would run for occitan certainly i present myself for the occitan language but for the very significant state of our language ,[],28,157,0.5,0.24375000000000002,0.0,0.847,0.153,0.517
88,L'Occitane,0125Miri,fall into mr junhos bass voice from just love i cant get out of it anymore,,256,116,5794,0,2022-06-10 11:40:47, i thought i really liked this photo of loccitane so i was impressed and grinning because mucchan drew it so nicely i hope i can see it soon,[],28,140,0.9333333333333332,0.7333333333333334,0.0,0.531,0.469,0.9422
89,L'Occitane,twgagawang,ɪɴ ꜱᴛᴏᴄᴋ คสtw  ʀᴇᴠɪᴇᴡ twรวว  pᴇʀғᴏʀᴍ  reserved  ,tugline responded quickly,18,6862,30390,0,2022-06-10 11:40:34,promsong loccitane almond shower scrub full of coils khlong khlong cellist dead and dead prom khon hom fresh bump on immortelle reset triphase essence cover from pollution the compliments of the loccitane the coiled led the slapstick ,"['loccitane', 'สครับขัดผิว', 'น้ำตบ']",37,234,0.4625,0.062499999999999986,0.185,0.708,0.107,-0.6808
90,L'Occitane,ydk48_2,,,689,854,41453,0,2022-06-10 11:31:26,amazon product introduction cosmetics makeup beauty loccitane loccitane japon grace orchide premium eau de toilette body price capacity amazon price url is here ,"['Amazon', '商品紹介', 'コスメ', 'メイク', '美容']",23,161,0.0,0.0,0.0,0.655,0.345,0.8402
91,L'Occitane,shirataki856, until years old daddy  rakuten room started  rakuten diamond member  silent follow excuse me  will  like more  thank you i want to  try amazon,,864,696,1071,33,2022-06-10 11:26:01,because it is a pump type it can be used quickly it is smooth and stretches well the fragrance is the same as hand cream moisturize dry skin by using it more and more without worrying about it the price is also better than hand cream loccitane shea gentle hand lotion verbena ,[],52,276,0.5035714285714287,0.2904761904761905,0.0,0.69,0.31,0.9572
92,L'Occitane,odjdwi1,we are  active in the followers so lets expand the circle of mutual support togetherlets participate in  the amazon associate program相互フォロー,,576,10878,7721,0,2022-06-10 11:08:50,loccitane verbena portable hand care gift set product price sales ranking soars in gift set category click here for details ,[],20,124,0.0,0.0,0.0,0.567,0.433,0.9042
93,L'Occitane,Fazerabaharudin,still a single kekfajualfoamboard,kuala lumpur,309,723,74301,0,2022-06-10 11:06:58,theres a fun run near loccitane friend je who doesnt have so no fun ah ,[],15,71,0.26666666666666666,0.08333333333333333,0.126,0.441,0.432,0.7866
