,brand,id,created_at,text,likes,in reply to,retweeted,nb_words,text_len,subjectivity,polarity,negative,neutral,positive,compound
24,LOCCITANE_UK,1495428034916020225,2022-02-20 16:00:01,did you know today is lovepetday we would love to see your pet photos dont forget to tag us ,7,,False,19,92,0.6,0.5,0.0,0.743,0.257,0.7065
25,LOCCITANE_UK,1495065650439417859,2022-02-19 16:00:02,experience loccitan an elegant and luxurious eau de toilette with base notes of tonka bean blended nutmeg and pep ,1,,False,19,114,1.0,-0.15000000000000002,0.0,0.853,0.147,0.4767
26,LOCCITANE_UK,1494703281808965632,2022-02-18 16:00:07,say yes to nourished and healthy hair thanks to our intense repair haircare routine shop here ,5,,False,16,94,0.5666666666666667,0.3,0.0,0.556,0.444,0.8225
27,LOCCITANE_UK,1493978406072958984,2022-02-16 15:59:43,did you know today is almond day to celebrate indulge in this comforting and mouthwatering scent shop our al ,6,,False,19,109,0.0,0.0,0.0,0.714,0.286,0.7798
28,LOCCITANE_UK,1493616096208822272,2022-02-15 16:00:02,whos ready to travel this summer were imagining being transported to a lavender field in the provence region br ,3,,False,19,112,0.5,0.2,0.0,0.872,0.128,0.3612
29,LOCCITANE_UK,1492891330887884808,2022-02-13 16:00:04,how beautiful is our limited edition delicate shea range a delicate comforting twist on our classic shea ran ,9,,False,18,109,0.6219047619047618,0.06904761904761905,0.083,0.524,0.393,0.7269
30,LOCCITANE_UK,1492528944268017671,2022-02-12 16:00:04,struggling to find the perfect gift for him we have a luxurious selection of gifts for men all beautifully gif ,3,,False,20,111,1.0,0.925,0.1,0.534,0.367,0.8176
31,LOCCITANE_UK,1491804158965387268,2022-02-10 16:00:02,last christmas we partnered with and because we believe that everyone has a r ,4,,False,14,78,0.06666666666666667,0.0,0.0,1.0,0.0,0.0
32,LOCCITANE_UK,1491441770810413057,2022-02-09 16:00:02,our multibenefits cade hand cream is perfect for restoring your skins moisture barrier after exposure to external ,1,,False,17,114,0.55,0.5,0.064,0.551,0.386,0.8225
33,LOCCITANE_UK,1490354607649792002,2022-02-06 16:00:02,how wonderful does this display look in our regent street flagship store we collaborated with the awardwinning fl ,8,,False,18,114,1.0,1.0,0.0,0.758,0.242,0.6249
34,LOCCITANE_UK,1489992222455975940,2022-02-05 16:00:03,how about a treat for your skin with our purifying face mask or fill your room with a blend of cypress thyme euc ,2,,False,23,113,0.0,0.0,0.0,0.881,0.119,0.4019
35,LOCCITANE_UK,1489629829959806979,2022-02-04 16:00:02,introducing our new delicately fresh elegant and floral rose jasmin range with tones of citrus jasmine magnol ,5,,False,17,110,0.7261363636363636,0.38409090909090904,0.0,0.654,0.346,0.7506
36,LOCCITANE_UK,1489267443214086155,2022-02-03 16:00:02,our awardwinning almond shower oil is an ideal alternative to typical shower gels and is kind to even the most del ,4,,False,21,115,0.725,0.45833333333333337,0.0,0.736,0.264,0.7783
37,LOCCITANE_UK,1488884268579254273,2022-02-02 14:37:26, hi giles you can unsubscribe to our mailing list to stop receiving paper mailers we are currently ,0,gilesgiggins,False,17,99,0.4,0.0,0.121,0.879,0.0,-0.296
38,LOCCITANE_UK,1488837177131757574,2022-02-02 11:30:18, this is the page on our website where you can submit a request to us ive teste ,0,sjoh0050,False,17,80,0.0,0.0,0.0,1.0,0.0,0.0
39,LOCCITANE_UK,1488805867365355521,2022-02-02 09:25:54, hi im sure this must be a technical glitch please do get in touch with customer care on ,0,Mossflorist,False,18,89,0.4944444444444444,0.25,0.0,0.642,0.358,0.7783
40,LOCCITANE_UK,1488542668607012866,2022-02-01 16:00:02,our unique immortelle divine light cream spf shown here by reminding us of the importance of w ,3,,False,17,95,0.85,0.3875,0.0,0.697,0.303,0.7269
41,LOCCITANE_UK,1488497082436521985,2022-02-01 12:58:54, hi irene our glasgow store will be closed temporarily for a renovation theyll be open again on march ,0,ir3n3mcm,False,18,102,0.3,-0.05,0.0,1.0,0.0,0.0
42,LOCCITANE_UK,1488496539508957187,2022-02-01 12:56:44, hi gordon sorry to hear youre having trouble getting in touch with customer care you can email your qu ,0,sjoh0050,False,19,104,0.6,-0.35,0.172,0.69,0.138,0.0516
43,LOCCITANE_UK,1488180284273037314,2022-01-31 16:00:03,our wonderful shea collection on display in store the collection includes a range of deeply softening organic and ,4,,False,18,114,0.7,0.5,0.0,0.812,0.188,0.5719
44,LOCCITANE_UK,1487817893454569473,2022-01-30 16:00:02,our awardwinning immortelle collection is infused with this organic essential luscious oil offering supplene ,2,,False,14,109,0.3,0.0,0.0,1.0,0.0,0.0
45,LOCCITANE_UK,1487455503697395717,2022-01-29 16:00:02,our creamy base ultra rich body scrub offers gentle yet effective exfoliation enriched with shea butter apricot ,3,,False,17,112,0.6699999999999999,0.09499999999999999,0.0,0.593,0.407,0.8625
46,LOCCITANE_UK,1487093123813556224,2022-01-28 16:00:04,pawfectly posed alongside our almond milky bath cream delightful body balm we dont know which we love more ,4,,False,18,107,0.7000000000000001,0.6666666666666666,0.0,0.667,0.333,0.8402
47,LOCCITANE_UK,1486730731069972481,2022-01-27 16:00:03,how lovely does our bath boutique look at the moment if youre in bath this week why not pop in and a pay the tea ,5,,False,25,113,0.75,0.5,0.051,0.809,0.14,0.5267
48,LOCCITANE_UK,1486368352209551364,2022-01-26 16:00:05,thank you for our lovely review we couldnt have said it better ourselves follow the link to shop ou ,1,,False,19,100,0.625,0.5,0.0,0.635,0.365,0.8481
49,LOCCITANE_UK,1486005956534157312,2022-01-25 16:00:03,need some inspiration for veganuary try our vegan potato omelette head over to our instagram for the recipe ,1,,False,18,108,0.0,0.0,0.0,0.833,0.167,0.5267
50,LOCCITANE_UK,1485643568140091395,2022-01-24 16:00:03,infused with shea butter our ultra rich body cream locks in moisture and keeps the skin supple and nourished for l ,5,,False,21,115,0.75,0.375,0.0,0.841,0.159,0.5574
51,LOCCITANE_UK,1485190578883031042,2022-01-23 10:00:02,sundays are the perfect time to reset your mind and restore your wellbeing why not take some time out of your da ,3,,False,22,113,1.0,1.0,0.0,0.772,0.228,0.7096
52,LOCCITANE_UK,1484828197044699139,2022-01-22 10:00:03,we have pledged to make of our bottles out of recycled plastic make of our plastic packaging r ,3,,False,18,95,0.0,0.0,0.0,1.0,0.0,0.0
53,LOCCITANE_UK,1484148719238877189,2022-01-20 13:00:03,we are pleased to share that we have become a patron of the british beauty council a group supporting the creative ,1,,False,21,115,0.5625,0.3125,0.0,0.488,0.512,0.9287
54,LOCCITANE_UK,1483083131880046593,2022-01-17 14:25:47, hi anthea please dm us your preferred delivery address so that we can send you a new one ,0,AntheaBarteau,False,18,90,0.45454545454545453,0.13636363636363635,0.0,0.874,0.126,0.3182
55,LOCCITANE_UK,1482653867305156608,2022-01-16 10:00:02,how will you be spending this selfcaresunday our almond collection will help you to unwind after a busy weekend ,3,,False,19,112,0.3,0.1,0.0,0.863,0.137,0.4019
56,LOCCITANE_UK,1481929088386453510,2022-01-14 10:00:02,happy friday everyone make sure you take a moment for yourself this weekend we think lighting our uplifting candl ,5,,False,19,114,0.9444444444444444,0.65,0.0,0.727,0.273,0.7184
57,LOCCITANE_UK,1481615690482081796,2022-01-13 13:14:42, your comments are important to us and we will pass them on to our production team for their consideration ,0,bassist76,False,19,107,1.0,0.4,0.0,0.909,0.091,0.2023
58,LOCCITANE_UK,1481614250439512065,2022-01-13 13:08:59, ,0,Victoria_Square,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0
59,LOCCITANE_UK,1481566699925082112,2022-01-13 10:00:02,paws off my almond shower oil whats your favourite loccitane product thats just too good to share let us k ,6,,False,20,107,0.6000000000000001,0.7,0.0,0.769,0.231,0.6249
60,LOCCITANE_UK,1480920487102492676,2022-01-11 15:12:12, hi ive just checked and cant see any dms in our inbox from yourself you can email us at contactcouk,0,xTigz,False,20,100,0.0,0.0,0.0,1.0,0.0,0.0
61,LOCCITANE_UK,1480841925263462401,2022-01-11 10:00:02,say no to to dryness this january use our comforting shea collection for nourished and soft skin this winter now ,2,,False,20,113,0.35,0.1,0.096,0.786,0.118,0.128
62,LOCCITANE_UK,1480512586042908674,2022-01-10 12:11:21, hi im sorry to hear your bubble bath doesnt live up to our high quality expectations so t ,0,boy_lanky,False,18,91,0.68,-0.06787878787878789,0.075,0.925,0.0,-0.0772
63,LOCCITANE_UK,1479754760139915266,2022-01-08 10:00:01,our winter essentials for cold weather comment below with your favourite ,8,,False,11,73,1.0,-0.6,0.0,1.0,0.0,0.0
64,LOCCITANE_UK,1479392372970508288,2022-01-07 10:00:02,the hands that care we purchase our shea butter directly from the producers weve been working with women in bu ,2,,False,20,111,0.4,0.1,0.0,0.856,0.144,0.4939
65,LOCCITANE_UK,1479029984173838338,2022-01-06 10:00:01,chic in its simplicity the bonne mère soaps come without any packaging a welcome addition in any ecoconscious h ,4,,False,19,112,0.9,0.8,0.127,0.766,0.107,-0.0976
66,LOCCITANE_UK,1478667602373210115,2022-01-05 10:00:03,new product ale our shea ultra rich body cream refill this sustainable ecorefill option made from recyc ,2,,False,17,104,0.6022727272727273,0.2556818181818182,0.0,0.816,0.184,0.5574
67,LOCCITANE_UK,1478664264789364739,2022-01-05 09:46:47, happy new year ,0,theperfumeruk,False,3,16,0.7272727272727273,0.4681818181818182,0.0,0.351,0.649,0.5719
68,LOCCITANE_UK,1478388289958817797,2022-01-04 15:30:10, hi kim it looks like your purchase qualified for the free cleanser promotion that the assistant told ,0,kimwright741,False,17,102,0.8,0.4,0.0,0.721,0.279,0.7003
69,LOCCITANE_UK,1477580433491566592,2022-01-02 10:00:02,is there anything better than getting cosy after a cold winters day take some time for yourself to unwind this su ,2,,False,21,114,0.75,-0.04999999999999999,0.0,0.868,0.132,0.4404
70,LOCCITANE_UK,1477218046414524418,2022-01-01 10:00:02,new year time to reset how are you planning to kick off the new year on a positive note sho ,2,,False,20,92,0.48484848484848486,0.16666666666666666,0.0,0.833,0.167,0.5574
71,LOCCITANE_UK,1476856014133628928,2021-12-31 10:01:27, what a year it has been but with your help we have accomplished so much watch to see just some of the hig ,0,,False,23,107,0.35,0.2,0.0,0.73,0.27,0.8126
72,LOCCITANE_UK,1476586799199711233,2021-12-30 16:11:41, hi number should be the honey harvest hand cream if you were unable to find this in your advent ,0,sallypsnook,False,19,97,0.5,-0.5,0.0,0.791,0.209,0.5423
73,LOCCITANE_UK,1476553792803856385,2021-12-30 14:00:31, hi you can send an email to contactcouk ,0,MLFisher3,False,8,41,0.0,0.0,0.0,1.0,0.0,0.0
74,LOCCITANE_UK,1475104119853441024,2021-12-26 14:00:02,nourish to flourish with our almond collection the decadent almond shower oil is great for dry skin seal in the ,7,,False,20,112,0.675,0.3666666666666667,0.0,0.823,0.177,0.6249
75,LOCCITANE_UK,1474681346022801408,2021-12-25 10:00:05,we would like to wish all of our community a very happy and healthy christmas we hope that you are enjoying the fe ,6,,False,23,115,0.7000000000000001,0.6666666666666666,0.0,0.464,0.536,0.9549
76,LOCCITANE_UK,1474322072008466433,2021-12-24 10:12:28, hi ess we do not offer the same nhs discount online as we do in store the online alternative is our ke ,0,ITgeekess,False,22,104,0.125,0.0,0.0,1.0,0.0,0.0
77,LOCCITANE_UK,1474309745225830401,2021-12-24 09:23:29, hi mark we are so sorry about the missing items in your wifes advent calendar please get in touch wit ,0,MLFisher3,False,20,103,0.525,-0.35,0.17,0.731,0.099,-0.1633
78,LOCCITANE_UK,1474045842856157185,2021-12-23 15:54:50, they are discontinued and no longer in production however we may bring out something similar in the future ,1,hannahhamster,False,18,108,0.2625,0.0,0.115,0.885,0.0,-0.296
79,LOCCITANE_UK,1474045586219274241,2021-12-23 15:53:48, hi ess you can follow this link for our key worker promotion ,0,ITgeekess,False,12,62,1.0,0.0,0.0,1.0,0.0,0.0
80,LOCCITANE_UK,1473610840683073537,2021-12-22 11:06:17, ,0,centremk,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0
81,LOCCITANE_UK,1473608415272312835,2021-12-22 10:56:39, hi hannah unfortunately our soap dishes are currently out of stock online you can contact your loc ,0,hannahhamster,False,17,100,0.7,-0.25,0.13,0.87,0.0,-0.34
82,LOCCITANE_UK,1472552303563448326,2021-12-19 13:00:02,gifts from loccitane are gifts of elegance and finesse all generations of women in my family love the products a ,0,,False,20,113,0.6,0.5,0.0,0.7,0.3,0.8074
83,LOCCITANE_UK,1471504007256363018,2021-12-16 15:34:29,this year you can send a gift to a loved one order the toiletries you forgot during your festive city break or do ,0,,False,23,114,0.8,0.7,0.0,0.647,0.353,0.8689
84,LOCCITANE_UK,1470725170088136704,2021-12-14 11:59:39, ,1,AmandaYeardsley,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0
85,LOCCITANE_UK,1470724147902771204,2021-12-14 11:55:36, thank you ryan ,0,perfectblue74,False,3,16,0.0,0.0,0.0,0.444,0.556,0.3612
86,LOCCITANE_UK,1470722410160668677,2021-12-14 11:48:41, hi heather were sorry to hear this please contact our customer care team on or vi ,0,heathergerrick,False,16,83,1.0,-0.5,0.065,0.646,0.289,0.6731
87,LOCCITANE_UK,1470377501507698690,2021-12-13 12:58:09, hi lorna were sorry to hear thisplease contact our customer care team on or via ,0,lornarobertson_,False,15,81,1.0,-0.5,0.074,0.743,0.183,0.4404
88,LOCCITANE_UK,1468883125723820032,2021-12-09 10:00:02,we are delighted to announce that our youth hand cream has won best hand cream in the cosmopolitan beauty awards ,5,,False,20,113,0.3666666666666667,0.5666666666666667,0.0,0.348,0.652,0.9761
89,LOCCITANE_UK,1468626455936462851,2021-12-08 17:00:07,on black friday we opened our latest boutique at ashford designer outlet our first outlet to open in years wh ,1,,False,20,110,0.5416666666666667,0.14583333333333334,0.0,1.0,0.0,0.0
90,LOCCITANE_UK,1468264055294992384,2021-12-07 17:00:04,thanks to your purchases of our hand creams during our give back friday event we are delighted to announce that ,4,,False,20,112,0.3,0.3,0.0,0.644,0.356,0.8555
91,LOCCITANE_UK,1468128150424981506,2021-12-07 08:00:02,countdown to christmas discover a daily exclusive surprise during december with our digital advent calendar ope ,5,,False,16,112,0.0,0.0,0.0,0.783,0.217,0.3818
92,LOCCITANE_UK,1466754104974184449,2021-12-03 13:00:04,make this holiday season stress free with our complementary gift wrapping instore get a special gift for a loved ,1,,False,19,113,0.7238095238095239,0.4857142857142857,0.09,0.321,0.59,0.9393
93,LOCCITANE_UK,1465984020957650952,2021-12-01 10:00:01,put your hands up in the comments if youre excited loccitane tistheseason ,6,,False,12,74,0.75,0.375,0.0,0.821,0.179,0.34
94,LOCCITANE_UK,1465244155924340746,2021-11-29 09:00:04, cyber monday offer happy cyber monday everyone were treating you to up to on selected body care fragran ,2,,False,18,105,1.0,0.8,0.0,0.699,0.301,0.7845
95,LOCCITANE_UK,1464172082707632131,2021-11-26 10:00:02, per hand cream sold until november will be invested in tree planting in the uk and ireland ,6,,False,17,92,0.0,0.0,0.0,0.833,0.167,0.4939
96,LOCCITANE_UK,1463793970970910720,2021-11-25 08:57:33,give back friday is here stock up on your favourites now with off fullprice products plus per h ,2,,False,18,96,0.0,0.0,0.0,1.0,0.0,0.0
97,LOCCITANE_UK,1463553023196598275,2021-11-24 17:00:06, new season new routine our limited edition winter walk collection brings softness and comfort to your skin w ,5,,False,18,110,0.35064935064935066,0.06709956709956709,0.098,0.773,0.129,0.1531
98,LOCCITANE_UK,1462726952758874116,2021-11-22 10:17:36,we are delighted to announce that our almond supple skin oil has been announced as an indybest buy for best body oi ,6,,False,22,116,0.5,0.85,0.0,0.727,0.273,0.8176
99,LOCCITANE_UK,1461650505084510218,2021-11-19 11:00:11,whos excited for black friday let us know with a ,0,,False,10,49,0.5916666666666667,0.10416666666666667,0.0,0.769,0.231,0.34
100,LOCCITANE_UK,1461273051807424512,2021-11-18 10:00:19,start every day of december discovering our most popular body hair and skincare products with days of pamp ,4,,False,18,107,0.7,0.55,0.0,0.846,0.154,0.4754
101,LOCCITANE_UK,1460910591086714881,2021-11-17 10:00:01,we love this immortelle wreath made in loccitanes factory in manosque what festive decorations will you be makin ,6,,False,18,113,0.6,0.5,0.0,0.69,0.31,0.802
102,LOCCITANE_UK,1459823429159325698,2021-11-14 10:00:02,this festive season your beloved shea butter hand cream receives the holiday treatment with a festive packaging in ,3,,False,18,115,1.0,0.7,0.0,0.441,0.559,0.9349
103,LOCCITANE_UK,1457649099356864512,2021-11-08 10:00:01,for a scent that smells pawsitively purrfect try our terre de lumière leau eau de toilette shop here ,7,,False,18,101,0.0,0.0,0.0,1.0,0.0,0.0
104,LOCCITANE_UK,1457286719720411140,2021-11-07 10:00:03,this christmas youre invited to discover the loccitane gift factory window display at our regent street flagship ,9,,False,17,113,0.0,0.0,0.0,0.777,0.223,0.5106
105,LOCCITANE_UK,1456924327668899844,2021-11-06 10:00:02,what fragrance did you get let us know discover more here ,1,,False,11,58,0.5,0.5,0.0,1.0,0.0,0.0
106,LOCCITANE_UK,1456667663535513604,2021-11-05 17:00:09,happy bonfire night everyone do you have any fun plans let us know ,3,,False,13,67,0.6,0.55,0.0,0.611,0.389,0.7906
107,LOCCITANE_UK,1456561943364341766,2021-11-05 10:00:03,make this holiday season go off with a bang with our festive cracker collection shop here ,5,,False,16,90,0.0,0.0,0.0,0.695,0.305,0.6908
108,LOCCITANE_UK,1456199556496965637,2021-11-04 10:00:03,the perfect floral treat this delicate fruity and lively body care gift is a celebration of the poetic beauty of ,3,,False,20,113,0.7875,0.3028409090909091,0.0,0.37,0.63,0.961
109,LOCCITANE_UK,1455112387225214976,2021-11-01 10:00:02,exciting news our bluewater and oxford stores now have our refill fountains whos going to try ,5,,False,16,94,0.8,0.3,0.0,0.824,0.176,0.4939
110,LOCCITANE_UK,1454749995299590144,2021-10-31 10:00:01,happy halloween everyone did you have any fun halloween plans this weekend let us know,2,,False,15,86,0.6,0.55,0.0,0.65,0.35,0.7906
111,LOCCITANE_UK,1454372509948678152,2021-10-30 09:00:01,halloween is tomorrow make sure your skin doesnt have a scare and your makeup is properly removed this spooky s ,2,,False,20,112,0.4944444444444444,0.25,0.0,0.765,0.235,0.6031
112,LOCCITANE_UK,1453285354832793610,2021-10-27 09:00:03,welcome to loccitane virtual services allow our virtual experts to be your personal shoppers this festive seas ,1,,False,17,111,0.6,0.4,0.0,0.625,0.375,0.8126
113,LOCCITANE_UK,1453028677092982789,2021-10-26 16:00:07,have you tried our volume strength hair care range in a clinical test there was less hair breakage after ,3,,False,19,105,0.06666666666666667,-0.16666666666666666,0.0,0.714,0.286,0.7506
114,LOCCITANE_UK,1452198185905102850,2021-10-24 09:00:02,take a peek inside our luxury beauty advent calendar shop here ,5,,False,11,63,0.0,0.0,0.0,0.703,0.297,0.5859
115,LOCCITANE_UK,1451835796235767813,2021-10-23 09:00:02,i thought it would never work as well as a regular deodorant how wrong was i a little goes a very long way do ,4,,False,24,110,0.49923076923076926,-0.188125,0.224,0.776,0.0,-0.6012
116,LOCCITANE_UK,1451111018747207685,2021-10-21 09:00:01,paws up in the comments if youre excited for the festive season chico is shop our gifts here ,5,,False,18,93,0.75,0.375,0.0,0.748,0.252,0.6597
117,LOCCITANE_UK,1450823724874100746,2021-10-20 13:58:25, ,1,rnb_001,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0
118,LOCCITANE_UK,1450823254633959426,2021-10-20 13:56:33, youve made excellent choices divine cream is for the face and almond milk is for the body although i ,1,StyxTravel,False,19,102,1.0,1.0,0.0,0.687,0.313,0.8074
119,LOCCITANE_UK,1450821556574191624,2021-10-20 13:49:48, ,1,scorpiogirl23,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0
120,LOCCITANE_UK,1450757074388852743,2021-10-20 09:33:34, hi deb were sorry to hear this please contact our customer care team on or via em ,0,deb_fitzgerald,False,17,83,1.0,-0.5,0.062,0.663,0.276,0.6731
121,LOCCITANE_UK,1450748638657802245,2021-10-20 09:00:03,happy wednesday everyone were bringing you some sunshine today from our boutique in cambridge find your ne ,4,,False,17,107,1.0,0.8,0.0,0.685,0.315,0.7845
122,LOCCITANE_UK,1450129570863058945,2021-10-18 16:00:06,welcome back cannon street were excited to see all your lovely faces in store whos planning a visit soon fi ,2,,False,20,108,0.6,0.41875,0.0,0.635,0.365,0.8481
123,LOCCITANE_UK,1450023860141584390,2021-10-18 09:00:03,its time to go on a winter walk with our new shea limited edition our comforting shea butter is combined with fre ,6,,False,22,114,0.2987012987012987,0.032467532467532464,0.081,0.805,0.114,0.2023
124,LOCCITANE_UK,1449299081382170624,2021-10-16 09:00:02,our limited edition advent calendars are available in store and online now why not treat yourself or a friend ,12,,False,19,110,0.27142857142857146,0.1642857142857143,0.186,0.671,0.143,0.0108
125,LOCCITANE_UK,1448680010311630855,2021-10-14 16:00:04,our caring for sight collections are still available to celebrate world sight day from the sale of every co ,3,,False,19,108,0.4,0.4,0.0,0.711,0.289,0.7845
126,LOCCITANE_UK,1448316402566266885,2021-10-13 15:55:13,our furry friend pebbles loves going on a winter walk with our new shea limited edition shop the new collection ,4,,False,20,112,0.35064935064935066,0.06709956709956709,0.077,0.645,0.278,0.7184
127,LOCCITANE_UK,1448234729916940300,2021-10-13 10:30:41, hi han we are happy to send you out a few mini hand creams however we do not have this specific range ,1,hanelamars,False,22,103,0.4083333333333334,0.20000000000000004,0.0,0.734,0.266,0.7845
128,LOCCITANE_UK,1448215249505505280,2021-10-13 09:13:16, hi handuring the manufacturing process our products are all carefully measured weighed and poured to ,0,hanelamars,False,15,102,1.0,-0.1,0.0,0.903,0.097,0.128
129,LOCCITANE_UK,1447849533212221448,2021-10-12 09:00:03,what present would you want to open under the tree let us know in the comments shop our festive gifts here ,2,,False,21,107,0.25,0.0,0.0,0.815,0.185,0.5106
130,LOCCITANE_UK,1447124757757890561,2021-10-10 09:00:03,today is worldhomelessday so treat someone special to this the best of loccitane gift set and from the sale ,3,,False,19,108,0.4357142857142857,0.6785714285714286,0.0,0.525,0.475,0.9268
131,LOCCITANE_UK,1446037597877268483,2021-10-07 09:00:04,introducing this seasons new festive scent limited edition néroli orchidée eau intense shop here ,2,,False,14,97,0.5324675324675324,0.0883116883116883,0.11,0.64,0.25,0.34
132,LOCCITANE_UK,1445312815191900160,2021-10-05 09:00:02,the shea butter deodorant balm is a beautifully fresh scentedyet not overpowering deodorant free from aluminium ,2,,False,16,112,0.65,0.35,0.131,0.58,0.29,0.5103
133,LOCCITANE_UK,1444588038751854598,2021-10-03 09:00:02,its october happy meangirls day unlike the plastics our solid shampoo are entirely plasticfree as the pac ,1,,False,17,106,0.5750000000000001,0.26666666666666666,0.0,0.739,0.261,0.6486
134,LOCCITANE_UK,1444225652228431874,2021-10-02 09:00:02,the festive season is a time for celebration what better way to fill it with delight than these bright and beautif ,3,,False,21,115,0.6499999999999999,0.6000000000000001,0.0,0.557,0.443,0.9136
135,LOCCITANE_UK,1443596418128629760,2021-09-30 15:19:41, ,0,rnb_001,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0
